name,1948-2023,average,is_increasing_name,is_timeless_name,if_jew_girls_muslim_girls_common,if_jew_boys_jew_girls,is_common_name,international_score,bible_score,nature_score,art_score,syllabels_score,light_score
דריה,3431,0.0008020831385754255,1,1,0.0,0.0,1.0,0.0,0.4,0.5,0.0,3,0
דורין,2239,0.0005930256359365519,0,1,0.0,0.0,0.0,0.4,0.2,0,0.2,2,0
זויה,1286,0.0004038638961120468,0,1,1.0,0.0,0.0,0.5,0,0.2,0.5,2,0
קטי,1424,0.0004300088451590759,0,1,0.0,0.0,0.0,0.6,0.4,0.2,0.2,2,0
רני,1968,0.00043130117068306505,1,1,0.0,1.0,1.0,0.0,0.4,0.2,0.6,2,0
עדה,1388,0.00043964349228899096,0,1,0.0,0.0,0.0,0.5,1,0.2,0.0,2,0
ריקי,1780,0.0005239802203884693,1,1,0.0,0.0,0.0,0.6,0.4,0,0.3,2,0
יפית,4724,0.0013524107456650922,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.8,2,0
ג'סיקה,1181,0.0003258682638700363,0,1,1.0,0.0,0.0,1.0,0,0,0.5,3,0
טל,17853,0.004890041912893848,0,1,0.0,1.0,1.0,0.3,0.4,1,0.2,1,0.5
מילה,1930,0.0004504227095133546,1,1,1.0,0.0,1.0,0.6,0.4,0,1.0,2,0
יסכה,3333,0.0007693623657770919,1,1,0.0,0.0,1.0,0.0,0.4,0.2,0.0,2,0
עדי,32046,0.008242792695594681,0,1,0.0,0.0,1.0,0.3,0.5,0.5,0.5,2,0.5
יונה,2415,0.0007532794250369203,1,1,0.0,0.0,0.0,0.6,1,1,0.5,2,0
אליה,6742,0.0015327923219308722,0,1,0.0,0.0,1.0,1.0,1,0,0.0,3,0.5
נטלי,11776,0.0033047629994205664,0,1,1.0,0.0,0.0,1.0,0,0.3,0.5,3,0.5
קורין,1476,0.00045120748572464705,0,1,0.0,0.0,0.0,0.5,0,0.2,0.2,2,0
סנדרה,1772,0.0005509021100965247,0,1,1.0,0.0,0.0,1.0,0,0,0.2,3,0
יערה,5001,0.0012083315142269394,0,1,0.0,0.0,1.0,0.0,0.4,1,0.5,3,0
שירלי,5835,0.00167138575266398,0,1,0.0,0.0,0.0,0.6,0,0.2,1.0,3,0
הילה,26189,0.006630266744756502,0,1,0.0,0.0,1.0,0.4,0.5,0.5,0.6,2,1
שלומית,5832,0.0017564909965404186,0,1,0.0,0.0,0.0,0.0,0.8,0.3,0.5,3,0
כרמל,3805,0.0008727741391811552,0,1,1.0,0.0,1.0,0.3,0.8,1,0.5,2,0.2
יסמין,5019,0.0013041169588608893,0,1,0.0,0.0,1.0,0.8,0.2,1,0.6,2,0.2
רוזה,3167,0.001000482699822513,1,1,1.0,0.0,0.0,0.8,0.2,1,0.6,2,0
גלי,5962,0.0014659301979195048,0,1,0.0,0.0,1.0,0.3,0.4,1,0.5,2,0
אורית,14396,0.00436441301461731,1,1,0.0,0.0,0.0,0.0,0.4,0.2,0.5,2,1
אדוה,4370,0.0011313216005474343,0,1,0.0,0.0,1.0,0.0,0.4,1,0.5,3,0
סימונה,1516,0.0004782738006231942,0,1,0.0,0.0,0.0,1.0,0.2,0,0.5,3,0
תמי,2420,0.0007121517106900684,0,1,0.0,0.0,0.0,0.4,0.4,0.2,0.2,2,0
קרן,18376,0.005218148132614786,0,1,0.0,0.0,0.0,0.2,0.5,0.5,0.5,1,1
ליליאן,1581,0.0004994099443939026,0,1,0.0,0.0,0.0,1.0,0,0.8,0.5,3,0.5
נועה,51864,0.012435019048607183,0,1,0.0,0.0,1.0,0.6,0.8,0.5,0.5,2,0
לבנה,2130,0.0006673314724383169,0,1,0.0,0.0,0.0,0.2,0.4,1,0.5,3,1
ברברה,972,0.00030303276553521086,0,1,0.0,0.0,0.0,1.0,0,0,0.5,3,0
אורלי,14122,0.004423087273237643,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.6,3,1
בלהה,977,0.000306947512524401,1,1,0.0,0.0,0.0,0.0,1,0,0.0,3,0
הילי,3727,0.0008165276203756543,0,1,0.0,0.0,1.0,0.2,0.4,0.2,0.0,2,0.8
ויויאן,1113,0.00036003003470765955,0,1,0.0,0.0,0.0,1.0,0,0,0.5,3,0.5
אידה,1451,0.00045932985980199416,1,1,1.0,0.0,0.0,0.6,0.4,0,0.0,2,0
אן,2335,0.0005667577752743357,1,1,0.0,0.0,1.0,1.0,0.4,0,0.0,1,0
סוניה,1954,0.000610766798985245,0,1,1.0,0.0,0.0,1.0,0,0,0.5,3,0
אושרית,2182,0.0006106391913831529,0,1,0.0,0.0,0.0,0.0,0.4,0,0.3,3,0
סימי,1483,0.0004653049974124803,1,1,0.0,0.0,0.0,0.4,0.2,0,0.0,2,0
יהל,2576,0.0005920987010566488,0,1,0.0,1.0,1.0,0.0,0.4,0.5,0.5,2,1
אודליה,4779,0.0012844010918807965,0,1,0.0,0.0,0.0,0.3,0.4,0.2,0.6,4,0.5
ליליה,2366,0.000742800324620254,0,1,1.0,0.0,0.0,0.6,0.4,1,0.6,3,0.5
יאנה,2660,0.0007571690153090142,0,1,0.0,0.0,0.0,0.6,0,0.2,0.0,3,0
קרין,2909,0.0008271869449732191,0,1,1.0,0.0,0.0,0.4,0.2,0,0.2,2,0.5
אביבית,2097,0.0006036350242592934,0,1,0.0,0.0,0.0,0.0,0.4,1,0.5,3,0.2
אלינור,5274,0.0013943233512636428,0,1,0.0,0.0,0.0,0.6,0,0.2,0.5,3,1
ירדנה,2171,0.0007073119886534873,0,1,1.0,0.0,0.0,0.0,0.4,0.6,0.0,3,0
אושרת,3002,0.000830760206974799,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.2,3,0
לי,4460,0.001201840432086821,0,1,0.0,0.0,0.0,0.5,0.4,0,0.2,1,0
ליהיא,3280,0.0007738356484818999,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0
יקטרינה,2702,0.0007750185728378059,0,1,0.0,0.0,0.0,0.8,0,0,0.5,4,0.2
ניצן,5433,0.0013952085147590659,0,1,0.0,0.0,1.0,0.0,0.4,1,0.5,2,0.5
לידיה,1898,0.0005974101462617589,0,1,1.0,0.0,0.0,1.0,0.2,0.2,0.2,3,0
שירה,40103,0.009549113479983148,0,1,0.0,0.0,1.0,0.6,0.8,0.2,1.0,2,0
קארין,4305,0.0011650579758008027,0,1,1.0,0.0,0.0,0.8,0,0,0.5,2,0
אביה,7141,0.001705943527190075,0,1,0.0,0.0,1.0,0.5,0.8,0,0.0,3,0
עידית,2599,0.0007879397911186225,0,1,0.0,0.0,0.0,0.0,0.4,0,0.5,3,0
קלרה,2014,0.0006427037253350348,0,1,1.0,0.0,0.0,1.0,0,0,0.6,2,1
רינת,5529,0.0015934221873990157,0,1,0.0,0.0,0.0,0.0,0.4,0.5,1.0,2,0
אביב,4944,0.0011495897300880576,1,1,0.0,0.0,1.0,0.4,0.4,1,0.5,2,0.2
אלנה,2221,0.0006976115076718822,1,1,1.0,0.0,0.0,1.0,0.2,0.2,0.5,3,0.5
מרגריטה,3269,0.0010207721100860994,0,1,0.0,0.0,0.0,1.0,0,1,0.6,4,0.2
מירה,3428,0.0010834293434976562,0,1,0.0,0.0,0.0,0.8,0.4,0.5,0.6,2,0.2
אילנה,15304,0.0048920689926618185,0,1,1.0,0.0,0.0,0.4,0.4,1,0.5,3,0
ריטה,2502,0.0007971648820366068,1,1,0.0,0.0,0.0,1.0,0.2,0.2,0.6,2,0
לינדה,1891,0.0006037600873399463,0,1,0.0,0.0,0.0,1.0,0,0.2,0.2,2,0
ציונה,2206,0.0006984926098428298,1,1,0.0,0.0,0.0,0.0,0.8,0.2,0.2,3,0
ענבר,7724,0.0020223608875446085,0,1,0.0,0.0,1.0,0.0,0.4,1,0.6,2,0.5
עמית,12555,0.0030850390863503907,0,1,0.0,0.0,1.0,0.0,0.4,0,0.0,2,0
אוסנת,2766,0.0008486839571592265,0,1,1.0,0.0,0.0,0.0,0.8,0,0.2,3,0
שירי,5527,0.0014860802704956834,0,1,0.0,0.0,0.0,0.4,0.4,0.2,1.0,2,0
שרית,9556,0.0028176978339673545,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.6,2,0
איילת,7517,0.0020393730683054595,0,1,0.0,0.0,1.0,0.0,0.7,1,0.5,3,0
מירב,13315,0.00391292823875467,0,1,0.0,0.0,0.0,0.0,0.8,0.2,0.2,2,0
אבישג,7537,0.0017213877961153108,1,1,0.0,0.0,1.0,0.0,1,0,0.0,3,0
זיוה,3349,0.001079488654984562,1,1,0.0,0.0,0.0,0.0,0.4,0.3,0.6,2,1
עפרה,2262,0.0007350369728815132,0,1,1.0,0.0,0.0,0.0,0.8,0.8,0.5,3,0
ליאת,13134,0.003756569918958101,0,1,0.0,0.0,0.0,0.0,0.4,0,0.2,2,0
תקוה,2440,0.0007768314655877636,0,1,1.0,0.0,0.0,0.0,0.8,0,0.5,3,0.2
אמילי,6476,0.0014270377483258075,0,1,0.0,0.0,1.0,1.0,0,0,0.5,3,0
שרון,13683,0.004005801959903264,0,1,0.0,0.0,0.0,0.8,0.5,0.8,0.2,2,0
מרי,2778,0.0008821126336788389,1,1,1.0,0.0,0.0,1.0,0.4,0.2,0.3,2,0
אדל,14613,0.003070802130552006,0,1,0.0,0.0,1.0,0.6,0.4,0,0.2,1,0
מוריה,11400,0.0027875571443423132,0,1,0.0,0.0,1.0,0.2,0.8,0.5,0.5,3,0
ורד,8798,0.002676768077409509,0,1,0.0,0.0,0.0,0.3,0.4,1,0.7,1,0
ירדן,8005,0.001973995803185634,0,1,0.0,1.0,1.0,0.5,0.7,1,0.0,2,0
אוריה,9528,0.0021364674902989793,1,1,0.0,0.0,1.0,0.0,0.8,0.3,0.0,3,1
מיקה,8593,0.0019221154064809492,0,1,0.0,0.0,1.0,0.8,0.4,0,0.5,2,0
לילך,6855,0.0019432620220222697,0,1,0.0,0.0,0.0,0.0,0.4,1,0.6,2,0
אורי,7713,0.0017030337190912612,1,1,0.0,0.0,1.0,0.5,0.8,0.2,0.2,2,1
בת אל,5486,0.0014816362964885403,0,1,0.0,0.0,0.0,0.0,0.7,0.2,0.2,3,0
דליה,9841,0.003203607333534584,0,1,0.0,0.0,0.0,0.6,0.7,1,0.2,3,0
אור,11414,0.0028301269319584437,0,1,0.0,0.0,1.0,0.5,0.8,1,0.6,1,1
אתי,5324,0.0016057445740881233,1,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
עדנה,4204,0.001374847748534577,0,1,0.0,0.0,0.0,0.3,0.4,0.6,0.5,3,0
כוכבה,2534,0.0008396338932521322,1,1,0.0,0.0,0.0,0.0,0.4,1,0.6,3,1
ענת,17404,0.005427660572187906,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.2,1,0
הדר,16394,0.004086992325027767,0,1,0.0,0.0,1.0,0.0,0.4,0.8,0.5,1,1
אולגה,8074,0.002474231332743484,0,1,0.0,0.0,0.0,1.0,0,0,0.5,3,0
ליאור,10905,0.0027607326754949127,0,1,0.0,0.0,1.0,0.0,0.4,0.6,0.2,2,1
שיראל,6696,0.0016379898499113447,0,1,0.0,0.0,1.0,0.0,0.8,0,1.0,3,0
ליבי,8737,0.0018722453971380375,1,1,0.0,0.0,1.0,0.2,0.4,0,0.5,2,0
יוליה,7062,0.002065870061929212,0,1,0.0,0.0,0.0,1.0,0,0.2,0.5,3,0.5
מאי,9544,0.00235646910218804,0,1,0.0,0.0,1.0,0.4,0.4,1,0.2,2,0
אריאל,10787,0.002375378676022808,1,1,0.0,0.0,1.0,0.8,1,0.6,0.5,3,0.5
עינת,6206,0.0018373163543945528,0,1,0.0,0.0,0.0,0.0,0.4,0.8,0.2,2,0
סמדר,5633,0.0017994881308656845,0,1,1.0,0.0,0.0,0.0,0.4,1,0.6,2,0
עלמה,9735,0.0020496566578257366,0,1,0.0,0.0,1.0,0.0,0.4,0.2,0.6,3,0
נורית,7998,0.0025377884626069857,0,1,0.0,0.0,0.0,0.0,0.4,1,0.6,2,1
יפעת,6295,0.0018523390799608124,0,1,0.0,0.0,0.0,0.0,0.4,0.8,0.8,3,0.6
גל,9195,0.0024214277673210837,0,1,0.0,1.0,1.0,0.6,0.4,1,0.2,1,0
לירון,8518,0.002268563164282771,0,1,0.0,1.0,0.0,0.0,0.4,0.2,0.7,2,1
דורית,7318,0.002351036585748785,0,1,0.0,0.0,0.0,0.0,0.4,0,0.2,3,0
גאיה,8961,0.0019427577888524188,1,1,0.0,0.0,1.0,0.6,0.2,1,0.8,3,0.2
הודיה,20511,0.004865114561692017,0,1,0.0,0.0,1.0,0.0,0.8,0,0.2,3,0
רומי,12522,0.0027085773602836425,0,1,0.0,0.0,1.0,0.6,0.2,0.2,0.5,2,0
מור,9233,0.0025183949532065087,0,1,0.0,1.0,0.0,0.3,0.4,1,0.2,1,0.2
נטליה,7585,0.0023349462177723905,0,1,1.0,0.0,0.0,1.0,0.2,0.2,0.5,3,0.2
מעיין,21082,0.005210829616821744,0,1,0.0,1.0,1.0,0.0,0.4,1,0.5,3,0.2
נויה,14594,0.0031632511621412156,0,1,0.0,0.0,1.0,0.2,0.4,0.5,0.6,2,0
חן,13407,0.0036354542819816557,0,1,0.0,0.0,0.0,0.0,0.7,0,0.6,1,0
רויטל,7999,0.002375517576154568,0,1,0.0,0.0,0.0,0.0,0.4,0.3,0.5,2,0
סיגל,6089,0.0019010992123753333,0,1,0.0,0.0,0.0,0.0,0.4,1,0.8,2,0
שני,19644,0.005119964938291453,0,1,0.0,0.0,1.0,0.0,0.4,0.2,0.2,2,0
אילנית,5181,0.0015322161593394924,0,1,0.0,0.0,0.0,0.0,0.2,1,0.5,3,0.2
סיון,10450,0.002833485960497702,0,1,0.0,0.0,0.0,0.0,0.7,0.3,0.0,2,0
עדן,17763,0.004501194507033753,0,1,1.0,0.0,1.0,0.8,0.8,1,0.5,2,0.2
ענבל,9210,0.002564444716668028,0,1,0.0,0.0,0.0,0.0,0.4,0.8,1.0,2,0.2
מרינה,10577,0.003325779239168451,0,1,0.0,0.0,0.0,1.0,0,0.9,0.5,3,0
ילנה,11888,0.0037386468238618936,0,1,0.0,0.0,0.0,0.6,0,0.3,0.5,3,0.5
אורנה,6561,0.002188213840658388,1,1,0.0,0.0,0.0,0.0,0.4,0.5,0.3,3,1
לימור,10139,0.0030156258971145585,1,1,0.0,0.0,0.0,0.0,0.4,0.6,0.5,2,0
רונית,13147,0.004246005278624425,0,1,1.0,0.0,0.0,0.0,0.4,0.6,0.8,2,0
גלית,10652,0.0032128279158331573,0,1,0.0,0.0,0.0,0.0,0.5,0.5,0.2,2,0
איריס,10868,0.003516551963131309,0,1,0.0,0.0,0.0,0.8,0,1,0.8,2,1
אבגניה,95,2.853164972231543e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,4,0
יהלם,6,3.1301651235659505e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,0.0,2,0.5
יוזפינה,19,9.180888539619033e-06,0,1,0.0,0.0,0.0,0.6,0,0,0.5,4,0
יואל,23,1.2786561369908777e-05,0,1,0.0,0.0,0.0,0.5,1,0,0.0,2,0
יוהאנה,6,3.640878389551909e-06,0,1,0.0,0.0,0.0,0.8,0.4,0,0.2,3,0.5
יודיתה,17,8.868419658992702e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0
יודי,6,3.0815411632228556e-06,0,1,0.0,0.0,0.0,0.0,0.5,0,0.0,2,0
יואלה,148,4.634578026999371e-05,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,0
יואן,7,3.6221392595648704e-06,0,1,0.0,0.0,0.0,0.3,0.2,0,0.0,2,0
יודיף,9,4.9080876527596845e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0
יואננה,7,3.2293556954563126e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.5,0.0,4,0
אבגה,6,3.2960730867427556e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
יודיטה,18,9.222991537343846e-06,0,1,0.0,0.0,0.0,0.3,0.7,0,0.0,3,0
יוגניה,7,3.838522711677631e-06,0,1,0.0,0.0,0.0,0.5,0,0.2,0.5,4,0.2
אבגר,7,4.141890380619892e-06,0,1,0.0,0.0,0.0,-1.0,0,0,-1.0,2,0
יונתן,9,4.647644861328111e-06,0,1,0.0,0.0,0.0,0.8,1,0.2,0.0,3,0
יווגנש,7,3.5511408601428336e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
יאלגה,6,3.0674086996362314e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
יאלטה,12,6.394220064610161e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
יאלטו,9,5.642474745316919e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
יאלמסרה,5,2.6510278151733545e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
יאלנה,46,1.739774935032414e-05,0,1,0.0,0.0,0.0,0.2,0,0.3,0.2,3,0
יאמזה,5,2.706455235608563e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אבזיה,7,4.515557506312884e-06,0,1,0.0,0.0,0.0,-1.0,0.4,0,0.0,3,0
יאנט,7,4.176087883674546e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,1,0
יאניטה,5,3.272571791610506e-06,0,1,0.0,0.0,0.0,0.3,0,0,0.2,3,0
טורס,7,3.981789404207646e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,1,0
אבון,7,3.2211697286198562e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
יהודה,6,2.9258430980949107e-06,0,1,0.0,0.0,0.0,1.0,1,0,0.0,3,0
יולדוז,5,2.7622645043315823e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,-1.0,3,0
יולונד,10,6.707486056455912e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,-1
אבגאיל,6,2.633875114408493e-06,0,1,0.0,0.0,0.0,0.0,0.8,0,0.0,3,0
אבג'ו,10,4.207844709877225e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
יולייה,7,4.126811971964532e-06,0,1,0.0,0.0,0.0,0.6,0,0.2,0.6,3,0
יולינה,11,5.832590019485428e-06,0,1,0.0,0.0,0.0,0.4,0,0.3,0.6,3,0.5
יולית,12,5.685778707435757e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.2,0.5,3,0
יולנד,121,3.9005333684893597e-05,0,1,0.0,0.0,0.0,0.0,0,0.2,-1.0,2,0
יולנה,10,6.204045139439502e-06,0,1,0.0,0.0,0.0,0.8,0,0.5,0.5,3,0.5
יולנטה,34,1.355809893981416e-05,0,1,0.0,0.0,0.0,0.0,0,0.6,-1.0,3,0
יוניק,5,2.705990670001826e-06,0,1,0.0,0.0,0.0,0.5,0,0,0.5,3,0
אבבש,13,6.670562500225163e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,1,0
זולפו,32,1.2681655133594016e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
אבבצ',10,4.619638497105975e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
יוכית,12,6.465347808784489e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0
יהבית,5,2.889075140963655e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,0
יוטבת,29,1.0405802881672148e-05,0,1,0.0,0.0,0.0,0.0,0.4,0.8,0.0,3,0
יהודיתה,23,8.311036689100016e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,4,0
טורן,16,6.6438611066902406e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,1,0
גאלדא,170,3.834601574795527e-05,1,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
זניפר,7,3.904461102794756e-06,0,1,0.0,0.0,0.0,0.0,0,1,0.0,3,0
זנטה,15,7.803532295985897e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,2,0
זרטיהון,23,1.229510495223135e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
זרי,101,3.166316879812493e-05,0,1,0.0,0.0,0.0,0.0,0.2,0.8,0.5,2,0
זריאנה,5,2.2571615984418602e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,4,0
זריה,5,2.6609761177036016e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.5,-1.0,3,0
אדום,5,1.9992247125526857e-06,0,1,0.0,0.0,0.0,-1.0,0.2,0.2,0.0,2,0
חוחית,10,5.176098539448366e-06,0,1,0.0,0.0,0.0,-1.0,0,1,0.2,3,0
אדוינה,5,2.6525617869496687e-06,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,4,0
חולדה,13,6.288914163593291e-06,0,1,0.0,0.0,0.0,0.0,0.8,1,0.0,3,0
חוליאטה,43,1.6150271293502463e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,4,0
חולייטה,24,9.42369947326484e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
חומה,12,6.439939037521628e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,3,0
חומור,8,5.233439473014675e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.7,2,0
חוסני,9,5.113319169320111e-06,0,1,0.0,0.0,0.0,0.2,0,0,0.0,3,0
אדויג,9,4.079798094235762e-06,0,1,0.0,0.0,0.0,-1.0,0,0,-1.0,3,0
חורחלינה,5,3.013766491479825e-06,0,1,0.0,0.0,0.0,-1.0,0,0.5,-1.0,4,0
חזנה,9,4.6039298301472305e-06,0,1,0.0,0.0,0.0,-1.0,0.2,-1,0.0,3,0
חטונה,8,4.1435436298089495e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
חטירה,10,5.02539840288963e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
חיאת,6,4.0573574545798435e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.6,0.0,2,0
חווי,8,5.217725194132265e-06,0,1,0.0,0.0,0.0,0.0,0.2,-1,-1.0,2,0
זמניי,6,3.284436998472798e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
חדי,6,3.935906105235815e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
זרין,5,2.6057900225703692e-06,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,2,0
זרינה,114,3.242928721535008e-05,0,1,0.0,0.0,0.0,0.0,0,0.5,-1.0,3,0
זריפה,18,9.685837274145184e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
זרמה,15,8.661268832525716e-06,0,1,0.0,0.0,0.0,-1.0,0,0.8,-1.0,3,0
זנט,215,7.059211678471863e-05,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,1,0
אג'ה,5,2.1613595853248625e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
זנה,99,3.2777083053512e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
זנבץ',9,4.672185083946664e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
זננה,5,2.735116796319544e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
זנפירה,29,1.3363639012544108e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
זנש,18,9.768050970757925e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
זסיקה,5,3.19657726739208e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,3,0
זסלין,5,3.31024986940492e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
זנין,42,1.3509628191057177e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
יאיש,6,3.4678178550464637e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,2,0
זפירה,21,1.1478852446563564e-05,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.6,3,1
זקיה,7,3.723762482983966e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,3,0
זקלין,905,0.0003005033276722349,0,1,0.0,0.0,0.0,0.5,0,0,0.3,3,0
זקלינה,10,3.908633458251301e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,4,0
זרה,31,1.4144710750052106e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0
זרטהון,9,4.555865288058693e-06,0,1,0.0,0.0,0.0,-1.0,error,-1,-1.0,3,0
זעירה,9,5.2882833134971e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
זניט,6,3.827086106769791e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,0.0,2,0
זניה,13,5.939068421800566e-06,0,1,0.0,0.0,0.0,0.4,0.2,0.5,0.5,3,0
זני,26,1.0637054478138062e-05,0,1,0.0,0.0,0.0,0.0,0,0.5,-1.0,2,0
זמפירה,42,1.7045492745018948e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,1.0,3,0
אדייטו,5,2.9653756610563947e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,3,0
זמתו,10,5.244653412176973e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
זן,11,6.573257773831775e-06,0,1,0.0,0.0,0.0,0.0,0,0.6,0.6,1,0
זנאידה,8,4.7632452260117415e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0
אדיטה,65,2.136127793413492e-05,0,1,0.0,0.0,0.0,0.2,0.2,0,0.2,3,0
זנאש,20,9.756160023544996e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
אדיט,87,2.9235854442472566e-05,0,1,0.0,0.0,0.0,0.4,0.2,0,0.0,2,0
אדורה,5,2.8020895910903635e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.6,3,0.6
זנבץ,7,4.248950060975038e-06,0,1,0.0,0.0,0.0,-1.0,0,0.2,0.0,1,0
זנבש,9,5.336114432659503e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,-1,0
יאיר,5,2.7511666748867466e-06,0,1,0.0,0.0,0.0,0.4,1,0.5,0.0,2,1
אבוסנט,52,2.0954883251992283e-05,0,1,0.0,0.0,0.0,-1.0,0,0,-1.0,3,0
יאטביאנש,6,3.512270612240729e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
יזנו,8,4.086618375498204e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אבב,7,2.4372062074902105e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,1,0
יזרעאלה,11,3.98077488402872e-06,0,1,0.0,0.0,0.0,-1.0,0.4,0.6,0.0,4,0
יחיאלה,39,1.723398594630626e-05,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,4,0
יזולדה,12,6.287526630898325e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
יזאנו,20,9.339333875989857e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
יזאבנש,11,6.267481400945598e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
יזאב,5,2.1916935526380204e-06,0,1,0.0,0.0,0.0,0.0,0.4,1,0.0,2,0
יוענה,6,3.177805513904705e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0
יופי,8,5.110441952059997e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.3,1.0,2,0.2
יופיה,7,3.0836963755471065e-06,0,1,0.0,0.0,0.0,0.0,0,0.5,1.0,3,0.2
יופית,7,3.842650862593694e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.5,1.0,3,0.6
